ssn,name,union_no,addr,phone,salary,job_title,exam_date,expertise,certifications
238-22-8284,Nicole Jacobs,UAW0847,970 Diana Ln,811-831-9152,84000,Technician,,Airbus-A350 Boeing-767 Airbus-A380 Boeing-787 Airbus-A300,
533-14-9522,Philip Murillo,UAW0848,287 E Alvin Ave,955-986-5835,135000,Pilot,,,Boeing-747:2020-05-25
928-50-9651,Frances Curry,UAW0849,447 Glenn Rd - Los Padres National Forest,520-283-1098,96000,Technician,,Boeing-767,
301-36-1229,Megan Allison,UAW0850,494 Rosario Park Rd - Los Padres National Forest,519-122-8267,59000,Pilot,,,Boeing-787:2020-06-21 Airbus-A330:2019-12-06 Boeing-737:2017-02-04
745-56-9887,Cheryl Todd,UAW0851,749 Canon Dr,851-987-3282,147000,Traffic Controller,2009-02-01,,
260-96-4710,Cynthia Arias,UAW0852,977 Marian Dr,182-067-5803,102000,Pilot,,,Airbus-A300:2018-10-20 Boeing-787:2020-06-05 Airbus-A350:2020-02-13 Airbus-A320:2017-06-02 Boeing-767:2019-05-07
565-70-9989,Beverly David,UAW0853,257 Harbor View Dr,870-158-7601,53000,Technician,,Boeing-767 Boeing-737,
146-13-8528,Janice Salazar,UAW0854,523 Greentree Ln,598-941-7347,48000,Technician,,Boeing-767,
971-66-6286,Sarah Coffey,UAW0855,479 Via Di Campo,356-622-9824,100000,Pilot,,,Airbus-A320:2018-09-12 Boeing-777:2019-12-20 Airbus-A380:2018-04-07 Boeing-787:2020-07-04 Boeing-767:2019-05-13 Airbus-A300:2019-11-12 Boeing-747:2017-12-21 Airbus-A350:2020-09-26
453-31-6310,Rachel Woods,UAW0856,376 Midway Ave,176-267-2672,96000,Traffic Controller,2009-07-05,,
980-24-0189,Willie Mayer,UAW0857,847 Hermosa St,729-765-8243,46000,Technician,,Airbus-A320 Boeing-737 Boeing-787 Airbus-A330,
157-40-6385,Ashley Rowe,UAW0858,535 Amber Way,847-962-0756,111000,Technician,,Airbus-A300 Boeing-747 Boeing-787,
916-57-0475,Gloria Avila,UAW0859,111 Camellia Ct,254-583-5196,137000,Pilot,,,Airbus-A350:2018-10-22 Boeing-767:2017-09-15 Boeing-737:2018-05-25 Boeing-747:2018-07-12 Airbus-A380:2017-09-27 Airbus-A300:2018-09-21 Boeing-787:2019-07-01 Boeing-777:2018-06-20
416-81-2779,Billy Alvarez,UAW0860,178 Glenview Dr,130-449-2616,79000,Technician,,Airbus-A330 Boeing-777,
949-58-7261,Roy Patterson,UAW0861,610 Walnut Ln,592-599-0739,139000,Pilot,,,Boeing-777:2019-02-06 Boeing-737:2020-07-01 Boeing-747:2019-09-03 Airbus-A300:2018-09-07
773-16-5347,Aaron Hebert,UAW0862,488 Sunrise Hill Ln,886-809-8288,118000,Traffic Controller,2013-03-19,,
553-61-7445,Jack Khan,UAW0863,232 Maple Ct,507-646-4551,112000,Pilot,,,Airbus-A380:2020-12-03 Boeing-787:2019-02-17 Boeing-777:2020-12-03 Airbus-A320:2017-10-01 Boeing-737:2019-12-05 Airbus-A350:2020-04-12 Boeing-767:2020-01-01
652-68-4697,Betty Beasley,UAW0864,894 Santa Inez Ave,008-262-8859,138000,Pilot,,,Airbus-A300:2018-01-22 Airbus-A330:2018-02-18
851-97-2552,Jane Thompson,UAW0865,505 Francine Ln,063-247-2410,63000,Traffic Controller,2012-12-23,,
682-84-3560,Joan Hood,UAW0866,905 Valerie St,657-972-8713,76000,Pilot,,,Boeing-737:2018-12-20 Boeing-777:2018-02-24 Boeing-747:2020-09-16 Boeing-787:2018-09-15 Airbus-A300:2018-09-25 Airbus-A350:2019-03-18 Airbus-A320:2019-05-24
962-61-6436,Willie Rush,UAW0867,828 Cliff Dr,373-528-6106,63000,Traffic Controller,2013-11-26,,
179-61-6179,Elizabeth Ewing,UAW0868,200 E Valley Ln,525-468-1816,141000,Technician,,Boeing-747 Airbus-A330,
946-42-7195,Anna Abbott,UAW0869,424 Pam Ct,433-963-2724,141000,Traffic Controller,2013-08-26,,
413-19-9471,Jeremy Harris,UAW0870,577 T St,345-783-2621,91000,Pilot,,,Airbus-A320:2017-08-24 Airbus-A300:2019-08-23 Airbus-A380:2018-02-07 Boeing-787:2020-04-01 Boeing-767:2020-12-18 Airbus-A330:2020-08-13 Boeing-777:2017-08-01
911-93-9648,Brian Francis,UAW0871,808 Sienna Way,654-834-3618,142000,Technician,,Airbus-A320 Boeing-737 Airbus-A300,
228-45-5054,Joyce Howe,UAW0872,488 Ocean Vista Ln,126-936-5282,56000,Traffic Controller,2011-04-26,,
733-05-0586,Anthony Perkins,UAW0873,566 Forest Route 32s13 - Los Padres National Forest,340-694-5609,56000,Traffic Controller,2005-02-22,,
117-27-5130,Tyler James,UAW0874,653 Maple Ct,502-918-5901,92000,Technician,,Airbus-A300,
191-78-0340,Danielle Richard,UAW0875,624 Via Campobello,497-451-7797,114000,Traffic Controller,2001-01-16,,
703-14-1793,Emily James,UAW0876,154 Hart Dr,282-554-5960,130000,Pilot,,,Airbus-A320:2017-12-15 Boeing-767:2020-03-02 Airbus-A380:2017-05-26 Airbus-A350:2020-11-19 Boeing-747:2019-01-23 Boeing-787:2020-09-27
331-68-1863,Joyce Zamora,UAW0877,336 Westerly Rd,397-086-7120,102000,Traffic Controller,2013-03-06,,
532-95-6593,Julie Carpenter,UAW0878,490 Stadium Rd - University Of California Santa Barbara,630-109-9010,130000,Technician,,Boeing-787 Boeing-747,
536-22-5787,Robert Calhoun,UAW0879,687 W Tunnell St,813-501-6903,98000,Technician,,Airbus-A350 Airbus-A300,
745-83-1758,George Castillo,UAW0880,879 Pardall Rd,870-426-8473,145000,Technician,,Airbus-A350 Boeing-747 Boeing-737 Boeing-787,
458-50-0663,Amanda Boyd,UAW0881,111 Channing Ln,722-078-6675,64000,Traffic Controller,2000-08-16,,
321-72-0720,Pamela Johnston,UAW0882,243 San Blanco Dr,054-420-7352,64000,Technician,,Boeing-747,
437-82-4935,Jean Browning,UAW0883,236 Dover Hill Rd,384-329-1435,104000,Traffic Controller,2000-12-09,,
419-96-7711,Jean Cruz,UAW0884,637 Monroe St,819-731-4762,80000,Traffic Controller,2009-08-22,,
413-78-2890,Jessica Conway,UAW0885,122 Via Riviera,124-042-2805,50000,Pilot,,,Airbus-A380:2019-04-25 Boeing-767:2019-06-21 Boeing-787:2020-09-28 Boeing-737:2019-09-22 Airbus-A350:2018-06-19 Boeing-777:2020-12-28
542-18-8561,Julia Ramirez,UAW0886,755 Crowley Way,746-226-5846,114000,Technician,,Boeing-747 Boeing-737 Boeing-777,
766-47-7169,Olivia Colon,UAW0887,207 Donald Way,497-698-0669,126000,Technician,,Boeing-747,
012-15-8995,Roger Mueller,UAW0888,611 Cortez Dr,096-296-7228,91000,Pilot,,,Boeing-767:2020-11-23 Airbus-A320:2019-06-05 Boeing-747:2017-07-07 Boeing-787:2020-01-01
136-77-0734,Mildred Carr,UAW0889,340 Roble Dr,966-853-4163,135000,Traffic Controller,2016-06-24,,
116-74-7937,Terry Simon,UAW0890,988 Lisa Way,981-134-5769,119000,Pilot,,,Airbus-A330:2017-02-26 Boeing-737:2018-03-07 Boeing-787:2020-11-06 Airbus-A300:2020-10-04 Boeing-777:2017-07-21 Airbus-A380:2017-04-20 Airbus-A350:2020-08-20
688-31-2735,Marie Pierce,UAW0891,813 San Julian Rd,134-014-9197,64000,Traffic Controller,2016-08-20,,
529-53-8544,Ann Randall,UAW0892,871 Los Pinos Dr,645-685-9937,112000,Technician,,Airbus-A320 Airbus-A380 Boeing-767,
521-24-5588,Brian Cortez,UAW0893,747 Almeria Ave,536-381-2909,95000,Traffic Controller,2004-04-08,,
088-99-5227,Mark Cameron,UAW0894,692 Lesley Ct,618-305-3883,69000,Traffic Controller,2006-12-12,,
735-76-1992,Carl Salazar,UAW0895,201 Via Rojo,272-915-7526,141000,Technician,,Airbus-A350,
925-84-8136,Joyce Rowe,UAW0896,595 Mountain View Blvd,830-786-6357,112000,Technician,,Airbus-A320,
834-05-7627,Justin Mccoy,UAW0897,962 Centennial St,918-047-5682,76000,Pilot,,,Boeing-767:2018-05-05
542-32-0338,Teresa Rhodes,UAW0898,493 Edward St,602-968-7842,143000,Technician,,Airbus-A350 Airbus-A330 Boeing-767 Boeing-737,
449-24-2970,Judy Osborne,UAW0899,658 Channing Ln,358-016-9653,107000,Traffic Controller,2004-11-11,,
134-22-6193,Betty Shannon,UAW0900,686 Meadowlace Ct,815-591-0171,123000,Technician,,Airbus-A330 Boeing-767 Airbus-A350 Boeing-777,
694-40-7228,Margaret Hendrix,UAW0901,623 Alisal Creek,374-230-9306,52000,Pilot,,,Boeing-747:2020-04-14
822-08-8291,James Hendricks,UAW0902,195 Slough Rd - University Of California Santa Barbara,493-344-0219,51000,Pilot,,,Airbus-A380:2017-06-13 Boeing-737:2020-05-17
282-06-0940,Joyce Kim,UAW0903,591 Dolores Ct,684-819-5043,70000,Traffic Controller,2010-02-13,,
119-22-3206,Kevin Sloan,UAW0904,428 Aero Rd,665-243-6573,107000,Traffic Controller,2001-02-04,,
588-93-7376,Christine Taylor,UAW0905,395 Casitais Ln,275-383-7320,110000,Pilot,,,Boeing-767:2020-06-19 Airbus-A380:2019-03-08 Boeing-737:2018-03-28 Boeing-777:2020-07-03 Airbus-A330:2017-04-24
702-31-4384,Terry Savage,UAW0906,107 Via Sabroso,394-942-8706,149000,Technician,,Boeing-747 Airbus-A330 Boeing-787,
661-82-5763,Ann Farrell,UAW0907,801 Sea Ledge Ln,580-905-3824,50000,Pilot,,,Airbus-A300:2017-06-09 Boeing-777:2019-04-26 Airbus-A330:2018-10-28 Airbus-A380:2019-07-28 Airbus-A350:2019-11-19 Boeing-747:2017-02-22 Boeing-737:2019-08-22
538-02-7129,Beverly Conley,UAW0908,665 Mockernut St,558-240-0153,140000,Traffic Controller,2008-01-19,,
376-12-7765,Thomas Conrad,UAW0909,466 Canyata De Laguana Rd,363-372-5335,134000,Technician,,Boeing-747 Boeing-737,
126-51-9531,Louis Mcfarland,UAW0910,763 Rayville Ln,266-819-4702,150000,Traffic Controller,2007-01-22,,
553-28-6829,Jordan Tucker,UAW0911,550 W Cook St,954-409-8738,116000,Traffic Controller,2003-02-06,,
677-57-0840,Donald Nicholson,UAW0912,803 E Cypress Ave,195-169-8915,45000,Traffic Controller,2010-06-14,,
339-44-3962,Henry Page,UAW0913,163 Carriage Hill Dr,568-439-7782,45000,Pilot,,,Airbus-A380:2018-03-06 Airbus-A320:2018-08-11 Airbus-A300:2020-05-25 Boeing-737:2019-10-18 Boeing-767:2020-02-08
344-45-0040,Teresa Collier,UAW0914,815 Circle Del Fondo,040-393-3765,64000,Technician,,Airbus-A380 Boeing-747 Boeing-767 Airbus-A320,
039-90-7619,Cynthia Day,UAW0915,233 Andromeda Dr,084-335-1431,145000,Pilot,,,Airbus-A380:2018-07-28 Boeing-767:2019-01-03 Boeing-737:2018-10-21 Airbus-A350:2020-07-08
075-38-5584,Janice Williams,UAW0916,404 Silverado Ave,973-643-3798,58000,Pilot,,,Airbus-A350:2020-12-22 Boeing-777:2019-06-20 Boeing-747:2017-01-05
067-11-6927,Gerald Cobb,UAW0917,484 Sunset Valley Rd - Los Padres National Forest,211-455-6343,139000,Pilot,,,Boeing-777:2020-04-25 Boeing-767:2018-09-28 Boeing-787:2020-01-22 Airbus-A320:2017-11-04 Airbus-A330:2017-02-20 Airbus-A350:2019-10-17 Boeing-737:2018-02-19 Airbus-A380:2017-08-27
544-63-1944,Victoria Nicholson,UAW0918,374 Ortega Ranch Ln,229-027-6453,148000,Traffic Controller,2001-09-18,,
068-48-2515,Benjamin Rodgers,UAW0919,580 Schoolhouse Canyon Rd,101-840-6848,60000,Pilot,,,Boeing-787:2017-07-05 Airbus-A300:2019-07-02 Boeing-767:2020-11-03 Boeing-737:2019-05-24 Airbus-A380:2020-01-22 Boeing-747:2020-11-02 Airbus-A320:2018-01-21 Airbus-A350:2017-04-22 Boeing-777:2017-04-26
328-60-2063,Sean Meyer,UAW0920,452 W Meadowgate Dr,141-274-8693,93000,Pilot,,,Airbus-A350:2017-02-16 Boeing-787:2017-05-14 Boeing-777:2019-12-22 Airbus-A320:2017-12-02 Airbus-A300:2017-10-06 Airbus-A330:2019-04-21
394-32-0381,Tyler Perry,UAW0921,925 Del Rey Ln,977-918-0122,51000,Traffic Controller,2000-11-24,,
320-12-1264,Roger Zamora,UAW0922,199 Live Oaks Rd,687-196-1857,66000,Traffic Controller,2009-06-23,,
556-13-0529,Louis Hendrix,UAW0923,329 Masatani Ct,173-004-5691,76000,Technician,,Airbus-A380 Airbus-A350 Boeing-777,
178-55-3122,Paul Farley,UAW0924,474 Toltec Dr,632-846-6320,106000,Traffic Controller,2007-07-03,,
980-26-5529,Johnny Massey,UAW0925,331 La Vista Grande,636-100-7765,144000,Pilot,,,Boeing-737:2019-03-04
480-93-5081,Douglas Todd,UAW0926,136 Soldado Rd,112-665-0479,102000,Traffic Controller,2012-12-20,,
017-71-7409,Ethan Hartman,UAW0927,944 Pine Creek Ct,569-377-1307,91000,Pilot,,,Airbus-A380:2019-10-10 Boeing-787:2018-05-08 Airbus-A350:2017-03-23 Airbus-A330:2020-06-02
384-98-9441,Catherine Mclean,UAW0928,680 Avon Ln,990-386-7762,78000,Technician,,Boeing-767 Airbus-A350,
343-44-7827,Karen Griffith,UAW0929,163 Panochas,416-152-7242,89000,Traffic Controller,2006-05-09,,
001-90-0283,Richard Norman,UAW0930,751 Santa Rita Cir,648-882-7507,120000,Technician,,Boeing-777,
067-97-0725,Andrew Ashley,UAW0931,262 Dolores Ct,839-235-6682,101000,Technician,,Boeing-787 Airbus-A380 Airbus-A330,
547-22-7841,Brandon Peters,UAW0932,929 Via Real,518-285-8973,56000,Technician,,Boeing-747 Airbus-A380,
166-45-2665,Tyler Kim,UAW0933,239 Litchfield Ln,011-684-9993,84000,Pilot,,,Airbus-A330:2019-06-02 Airbus-A350:2017-10-07 Boeing-787:2018-04-28 Airbus-A380:2017-12-12 Boeing-777:2019-11-02
958-55-6714,Dylan Davis,UAW0934,548 Via Chorro,829-644-1017,68000,Pilot,,,Airbus-A350:2017-04-08 Boeing-787:2019-08-09 Boeing-777:2019-12-14
721-18-0188,Jeremy Bradshaw,UAW0935,297 Napa Rd,156-890-6852,45000,Technician,,Airbus-A300 Boeing-747 Airbus-A330,
235-14-5440,Jane Ball,UAW0936,624 San Clemente Ave,015-973-8896,90000,Technician,,Boeing-777 Boeing-767 Airbus-A350 Boeing-747 Boeing-787,
434-18-3715,Victoria Stafford,UAW0937,170 Verde Vista Dr,737-365-2262,105000,Technician,,Boeing-737 Boeing-777 Airbus-A350,
388-26-3489,Russell Best,UAW0938,507 Meadowvale Rd,788-928-7400,115000,Pilot,,,Boeing-747:2020-06-05 Airbus-A330:2017-02-23 Boeing-767:2020-12-08 Boeing-787:2018-09-21 Boeing-777:2018-07-09 Airbus-A350:2019-09-18 Airbus-A300:2017-02-28 Boeing-737:2018-03-19
513-72-3706,Bruce Rollins,UAW0939,549 Juniper St,138-172-3094,98000,Pilot,,,Airbus-A350:2019-06-02 Boeing-777:2020-10-25 Boeing-787:2018-03-21 Boeing-737:2019-10-08 Boeing-747:2020-09-22 Airbus-A320:2019-07-17 Airbus-A380:2020-11-06 Boeing-767:2018-12-16
870-75-9754,Diane Yoder,UAW0940,591 Amberly Pl,301-863-0435,53000,Technician,,Airbus-A380 Boeing-777,
016-52-9343,Karen Livingston,UAW0941,886 Lexington Ave,017-082-9287,137000,Traffic Controller,2016-03-20,,
127-14-0523,Dylan Mcclure,UAW0942,518 Meadowlace Ct,694-024-7972,90000,Technician,,Airbus-A320 Boeing-787,
191-45-8865,Benjamin Poole,UAW0943,636 La Vigna Ln,246-353-3292,142000,Technician,,Airbus-A350 Airbus-A380,
217-90-5610,Vincent Pittman,UAW0944,368 Fife Pl,450-185-8242,106000,Technician,,Boeing-767 Boeing-777 Boeing-787,
068-97-3160,Johnny Patterson,UAW0945,862 Montecielo Rd,478-209-5375,65000,Technician,,Airbus-A330 Boeing-777 Boeing-737,
209-03-4405,Kathy Tanner,UAW0946,386 Val Verde,935-766-6971,83000,Pilot,,,Boeing-777:2020-12-03
631-46-7646,Gerald Shelton,UAW0947,805 Via Castillo,644-856-1967,120000,Pilot,,,Airbus-A300:2019-09-22 Boeing-777:2018-08-05 Boeing-767:2018-12-25 Boeing-747:2019-06-11 Boeing-737:2019-03-01 Airbus-A350:2019-11-04 Boeing-787:2018-09-06
938-97-2933,Willie Choi,UAW0948,587 Santa Elena Ln,681-915-4281,49000,Technician,,Airbus-A350 Airbus-A300 Airbus-A380,
673-79-9823,Adam Cline,UAW0949,553 Meredith Ln,899-760-9170,64000,Pilot,,,Airbus-A330:2020-07-26 Airbus-A300:2018-11-14 Airbus-A350:2017-10-11 Airbus-A380:2019-10-08 Boeing-737:2019-06-26 Boeing-767:2017-10-10 Boeing-787:2018-01-09 Boeing-777:2019-05-23 Boeing-747:2020-12-03
436-20-0575,Mildred Knight,UAW0950,815 Shadow Hills Blvd N,764-433-2004,111000,Technician,,Boeing-787 Boeing-767 Airbus-A330,
664-74-4414,Thomas Keller,UAW0951,822 Amberly Pl,188-891-8856,70000,Traffic Controller,2015-11-01,,
987-95-1538,Stephanie Dorsey,UAW0952,496 Pico Ave,394-409-9664,73000,Pilot,,,Boeing-777:2017-03-20 Airbus-A350:2020-12-14 Boeing-787:2019-06-08 Airbus-A300:2019-12-06
782-18-9509,Bryan Mullen,UAW0953,156 La Ramada Dr,542-610-5551,67000,Pilot,,,Airbus-A350:2020-06-22 Boeing-737:2020-04-19 Boeing-767:2020-06-01 Boeing-747:2018-07-28 Airbus-A380:2017-01-17 Airbus-A330:2020-04-03 Boeing-787:2020-11-08 Airbus-A320:2018-03-26 Airbus-A300:2019-01-13
735-27-7373,Richard Hatfield,UAW0954,435 La Josa Rd,552-819-6840,60000,Technician,,Boeing-767,
794-02-2853,Pamela Lowery,UAW0955,861 Lexington Ave,487-341-4876,70000,Pilot,,,Airbus-A380:2017-10-02 Boeing-777:2018-11-16 Airbus-A320:2018-12-15 Airbus-A350:2019-03-05 Boeing-747:2018-04-04 Airbus-A300:2020-12-22 Boeing-737:2020-12-07 Airbus-A330:2019-03-03 Boeing-787:2019-07-04 Boeing-767:2018-01-16
341-56-7181,Stephen Gaines,UAW0956,158 W Pear Ave,875-179-5785,103000,Technician,,Airbus-A380,
400-68-1110,Karen Guerrero,UAW0957,196 Tinker Way,744-689-8948,126000,Traffic Controller,2000-04-21,,
744-37-3489,Cheryl Archer,UAW0958,235 Lemon Grove Ln,760-561-1883,75000,Pilot,,,Airbus-A320:2019-10-25 Boeing-767:2018-04-20 Boeing-737:2019-01-18
050-13-8813,Daniel Dunn,UAW0959,873 Chilmark Ln,615-321-9987,52000,Pilot,,,Boeing-777:2020-07-11 Airbus-A350:2018-05-21 Airbus-A380:2019-02-09 Airbus-A330:2018-01-09 Boeing-787:2018-11-27 Boeing-767:2017-06-07 Airbus-A320:2019-04-18
190-56-5509,Judy Spence,UAW0960,686 Eucalyptus Hill Dr,469-555-3688,80000,Pilot,,,Boeing-737:2019-11-13 Airbus-A320:2020-02-09 Boeing-777:2019-12-20
332-46-1475,Joyce Delgado,UAW0961,223 Jayton Ave,139-516-0246,62000,Technician,,Airbus-A380,
874-33-2718,Samantha Valencia,UAW0962,311 Knoll Cir Dr,183-158-2124,133000,Pilot,,,Boeing-747:2020-05-16 Boeing-767:2017-11-25 Boeing-777:2020-11-20 Airbus-A300:2017-03-10 Boeing-737:2017-06-09
187-48-4106,Kathleen Tanner,UAW0963,170 W Fesler St,614-998-8414,102000,Pilot,,,Airbus-A300:2017-12-03 Airbus-A380:2017-03-16 Boeing-787:2019-02-20 Airbus-A320:2020-09-23 Boeing-747:2018-04-28 Boeing-777:2020-12-21
888-31-6386,Charles Grimes,UAW0964,848 E Tunnell St,959-805-6416,74000,Pilot,,,Airbus-A320:2017-08-04 Boeing-767:2019-08-25 Airbus-A380:2020-02-05 Boeing-747:2019-01-11 Boeing-737:2018-01-16 Airbus-A330:2020-06-21
108-90-1451,Carolyn Smith,UAW0965,268 Avon Ln,658-140-8946,118000,Traffic Controller,2009-08-05,,
092-17-5644,Zachary Gray,UAW0966,976 Lincoln St,051-440-1420,62000,Pilot,,,Boeing-737:2020-12-13 Boeing-747:2018-01-10 Boeing-777:2020-04-16 Boeing-787:2017-06-07 Airbus-A350:2019-03-05 Airbus-A330:2020-02-17
775-22-4651,Margaret Hopkins,UAW0967,347 Vincenti Pl,253-129-3912,108000,Pilot,,,Boeing-787:2020-02-05 Airbus-A300:2020-09-21 Airbus-A380:2019-12-15 Boeing-747:2017-09-15
337-21-7257,Jennifer Friedman,UAW0968,234 Victoria Pl,533-977-4499,56000,Technician,,Airbus-A330 Airbus-A300,
659-72-1070,Jean Wells,UAW0969,889 Arden Ave,372-526-0368,75000,Technician,,Airbus-A330 Airbus-A300,
803-01-4403,Steven Frost,UAW0970,540 Jerry Ln,518-117-8401,88000,Pilot,,,Airbus-A330:2019-12-16 Boeing-747:2018-12-02
623-12-5411,Samantha Bowman,UAW0971,665 Clover Ln,025-104-9005,134000,Technician,,Airbus-A330,
702-22-2712,Willie Faulkner,UAW0972,990 Via Dichosa,475-984-2610,109000,Traffic Controller,2013-03-03,,
292-10-9102,Christian Weber,UAW0973,363 E Padre St,192-803-5816,104000,Technician,,Airbus-A320,
408-62-0362,Catherine Burns,UAW0974,136 Mora Ave,831-354-2798,57000,Traffic Controller,2016-12-26,,
207-33-7703,Thomas Oconnell,UAW0975,331 Essex Ct,776-942-1492,118000,Pilot,,,Airbus-A380:2017-08-04 Airbus-A320:2020-03-11 Airbus-A300:2017-08-24 Airbus-A350:2018-02-28
338-83-6303,Diane Watkins,UAW0976,931 Miramonte Ave,221-753-7904,47000,Pilot,,,Boeing-747:2018-02-05 Airbus-A300:2020-03-13 Airbus-A320:2017-03-11 Boeing-737:2018-11-18
447-80-5790,Andrew Rollins,UAW0977,785 Santa Elena Ln,870-428-2100,91000,Technician,,Airbus-A380 Airbus-A330 Airbus-A320 Boeing-767 Boeing-777,
897-49-1333,Shirley Hancock,UAW0978,147 E Guava Ave,659-400-1908,49000,Pilot,,,Boeing-777:2019-09-18 Boeing-747:2020-03-23 Airbus-A300:2020-03-20 Boeing-737:2019-01-23 Boeing-787:2020-04-25 Airbus-A350:2017-03-25
049-18-8679,Peter Salinas,UAW0979,187 La Patera Pl,812-050-6602,78000,Technician,,Boeing-747,
932-90-8175,Ryan Hughes,UAW0980,985 Garrett St,335-175-5540,75000,Traffic Controller,2016-06-26,,
863-12-2025,Kimberly Levy,UAW0981,834 E Cypress Ave,384-965-3928,86000,Pilot,,,Boeing-767:2018-06-16 Airbus-A320:2020-04-20 Airbus-A380:2019-11-03 Boeing-777:2020-11-25
431-72-3440,Jesse Benitez,UAW0982,600 E Mcelhany Ave,011-790-0207,111000,Pilot,,,Boeing-787:2019-08-05 Boeing-737:2018-03-22 Airbus-A320:2020-08-01 Airbus-A380:2017-06-16 Boeing-767:2018-10-18
613-64-1614,Ralph Mitchell,UAW0983,751 Sunrise Way,486-876-8286,106000,Technician,,Boeing-777,
145-96-7331,Bruce Hensley,UAW0984,857 Francine Ln,509-273-7470,139000,Pilot,,,Boeing-777:2017-03-02 Airbus-A380:2019-07-25 Boeing-767:2018-11-12 Boeing-747:2018-09-16 Boeing-737:2019-09-08 Airbus-A300:2018-10-21 Boeing-787:2018-08-19 Airbus-A320:2018-02-18 Airbus-A350:2019-01-15 Airbus-A330:2018-12-07
135-05-1992,Brian Williams,UAW0985,814 Frances St,298-006-2651,135000,Technician,,Airbus-A330 Boeing-747 Airbus-A380,
328-36-4444,Christopher Heath,UAW0986,229 Venice Ln,454-541-4950,73000,Pilot,,,Airbus-A300:2019-02-01 Boeing-777:2017-12-20 Airbus-A330:2020-06-09 Boeing-787:2018-09-04 Airbus-A320:2018-10-19 Boeing-767:2017-03-02
391-31-9018,Cynthia Carey,UAW0987,702 Catalpa St,540-249-2899,146000,Pilot,,,Boeing-767:2018-02-20 Airbus-A320:2020-01-03 Airbus-A380:2017-03-03 Boeing-787:2020-10-10 Airbus-A300:2020-03-05 Airbus-A330:2018-11-12
701-18-1348,Elizabeth Nguyen,UAW0988,646 Laurel Ave,692-662-5301,146000,Technician,,Airbus-A350 Airbus-A380 Boeing-787,
525-15-8395,Ruth Hale,UAW0989,344 Valdez Ave,045-680-8077,85000,Traffic Controller,2003-03-17,,
384-83-9932,Victoria Gordon,UAW0990,918 Via Carisma,881-463-3609,62000,Pilot,,,Airbus-A350:2020-01-17 Boeing-737:2018-05-09 Airbus-A380:2018-01-26 Boeing-777:2018-06-16 Airbus-A320:2017-03-16 Boeing-767:2017-01-20 Airbus-A300:2017-09-22 Boeing-747:2020-12-17
534-68-4340,Roy Roy,UAW0991,962 Goldsmith Ct,244-257-0350,109000,Pilot,,,Boeing-787:2017-11-27 Boeing-747:2017-05-12 Boeing-767:2017-03-08 Airbus-A320:2017-05-08 Airbus-A300:2017-01-13 Airbus-A330:2017-11-28
180-43-3770,Juan Farley,UAW0992,171 Pacific Oaks Rd,513-369-4811,97000,Pilot,,,Airbus-A350:2019-10-26 Boeing-767:2019-04-13 Boeing-787:2019-06-11 Airbus-A320:2020-11-11
087-87-5149,Gloria Bell,UAW0993,696 Donald Way,627-499-4427,130000,Traffic Controller,2003-02-27,,
810-68-6456,Juan Payne,UAW0994,320 Fellowship Ln,693-124-7551,88000,Technician,,Airbus-A350 Boeing-747,
098-20-3359,Noah Robbins,UAW0995,172 El Acebo,181-035-9136,136000,Traffic Controller,2002-08-22,,
298-67-4073,Megan Garcia,UAW0996,328 E Mission St,850-110-8890,52000,Technician,,Boeing-787 Airbus-A350 Airbus-A320 Airbus-A380 Airbus-A300,
269-71-6896,Sara David,UAW0997,258 Fairway Pl,979-608-5412,50000,Traffic Controller,2005-11-22,,
325-08-4481,Benjamin Sanders,UAW0998,836 W Ortega St,543-067-1974,148000,Pilot,,,Airbus-A320:2020-05-01 Boeing-737:2018-08-03 Airbus-A350:2020-08-09 Boeing-767:2019-04-14 Boeing-747:2017-04-28 Boeing-777:2017-05-19 Airbus-A330:2020-03-06
785-11-5182,Steven Nixon,UAW0999,540 Juniper Walk - University Of California Santa Barbara,740-149-7748,139000,Technician,,Boeing-747 Boeing-787,
063-54-8744,Susan Arias,UAW1000,339 Sora Ct,079-199-7016,85000,Traffic Controller,2016-11-22,,
