flight_no,src,dest,arrival,depart,pilot
KO45231,TAD,MQW,2008-04-16 02:55:24,2008-04-15 21:47:41,760-42-3923
GS78309,CLU,AIV,2016-04-29 19:15:33,2016-04-29 12:24:10,364-88-7233
BF39871,SMO,WDR,2014-08-11 10:40:04,2014-08-11 04:18:11,922-34-0144
OG58617,FFT,GRE,2016-09-01 03:43:31,2016-09-01 01:29:35,335-24-0319
ED59752,LKE,SGH,2013-03-29 05:08:22,2013-03-29 02:51:34,656-40-7607
IT96795,EWB,CNK,2013-07-24 19:25:55,2013-07-24 15:15:37,583-32-3128
PP5528,CHP,DCR,2014-03-31 03:25:27,2014-03-30 21:16:54,248-75-1432
KF57661,LRO,EEK,2016-01-25 16:27:55,2016-01-25 14:34:55,803-01-4403
WI53367,BRG,AXX,2013-09-26 12:08:33,2013-09-26 05:28:11,285-35-1487
UH28333,FNT,LNN,2008-04-08 23:06:01,2008-04-08 21:49:56,260-96-4710
SF99242,NWH,KEK,2012-04-29 10:37:00,2012-04-29 06:50:53,305-29-9154
PO86109,SQL,TUL,2009-03-05 17:04:09,2009-03-05 12:36:19,148-21-9702
AQ90691,DUG,JID,2012-01-18 17:02:09,2012-01-18 12:49:18,949-58-7261
IF57587,GPT,BIL,2015-09-06 02:57:04,2015-09-05 23:58:53,944-08-0956
YJ23513,DYL,CBA,2014-06-11 11:23:35,2014-06-11 07:12:59,180-43-3770
NA53265,MFI,TNK,2014-11-03 19:31:51,2014-11-03 14:03:51,564-80-6789
NA58482,SEG,BNA,2009-05-05 09:20:23,2009-05-05 07:43:51,261-97-6964
ZW94961,FFT,CWA,2010-06-22 07:00:45,2010-06-22 02:59:04,050-52-9541
BP29784,WWA,LDJ,2009-05-12 03:04:51,2009-05-11 20:06:36,775-22-4651
ZF7869,ALX,SNS,2013-12-08 17:34:15,2013-12-08 14:18:06,644-26-1154
AC96610,CLU,CKA,2014-10-27 14:09:10,2014-10-27 12:45:34,413-67-1601
QP30800,CKU,NOH,2016-12-31 15:45:14,2016-12-31 14:10:03,093-57-7374
AN96474,DYL,CWI,2009-06-07 23:29:08,2009-06-07 17:59:53,659-07-1041
LO3613,CLP,AMN,2012-06-25 17:18:46,2012-06-25 12:24:09,648-34-0085
QL56881,GUC,PSM,2012-02-13 03:52:53,2012-02-12 21:43:24,337-27-8061
PK9697,BRL,BRO,2013-03-20 03:18:40,2013-03-19 22:30:07,384-83-9932
NY5613,KZB,EAR,2013-07-07 09:18:29,2013-07-07 07:57:43,223-76-9128
CX25266,BAB,BIX,2016-11-20 13:02:08,2016-11-20 06:26:01,322-55-3033
UX67161,HOP,RCK,2016-04-15 03:00:51,2016-04-14 20:28:23,492-79-2478
QZ91028,DMO,RNG,2012-06-03 12:11:57,2012-06-03 10:52:38,219-82-8417
UB71431,PTK,IAD,2010-09-13 03:21:09,2010-09-12 22:24:40,105-71-4080
ST33802,BNG,TPH,2016-08-14 00:45:11,2016-08-13 22:57:44,846-90-9968
CS25738,WYB,CIU,2012-02-16 00:11:40,2012-02-15 21:07:31,025-38-4942
VG45595,GEG,NRS,2014-09-30 13:58:51,2014-09-30 10:48:14,144-01-9005
PK88819,ROW,NIB,2014-05-25 22:44:25,2014-05-25 20:43:40,512-20-8200
GH46284,QWG,MEM,2009-10-01 02:51:52,2009-10-01 00:30:12,712-72-4997
LS67377,INS,MVN,2014-09-01 17:57:43,2014-09-01 15:52:57,803-01-4403
MO43446,ONM,PUL,2008-09-08 15:52:40,2008-09-08 14:24:19,444-53-3337
RB70555,VLE,WHH,2016-01-28 02:40:22,2016-01-27 22:56:28,692-57-6401
DE42210,AUZ,DLF,2011-03-18 18:13:13,2011-03-18 16:03:37,934-35-1650
GG48822,RHI,WHP,2015-08-04 20:04:07,2015-08-04 17:49:09,000-45-0482
UH21306,BXK,TWD,2016-10-15 12:28:21,2016-10-15 05:32:05,817-44-4592
US71437,CFD,PAQ,2008-05-18 03:29:30,2008-05-17 22:38:28,766-92-4238
CU36843,ILE,PMB,2012-01-28 13:00:23,2012-01-28 09:18:14,834-05-7627
JB28303,SIK,GUN,2009-10-05 10:40:26,2009-10-05 05:06:56,513-72-3706
HP34353,LPC,KOY,2011-12-02 09:00:17,2011-12-02 04:11:31,269-79-9013
TI4367,JNU,CXC,2011-05-06 04:36:57,2011-05-06 02:23:33,540-42-7099
PQ99704,BWC,CKR,2016-10-10 12:18:35,2016-10-10 05:42:13,247-84-4454
VN80932,KPH,AXV,2009-05-18 12:16:13,2009-05-18 08:17:07,209-03-4405
LF42418,LYH,HGZ,2009-10-07 14:49:01,2009-10-07 10:36:03,176-39-8972
KT86977,EFD,PFC,2010-02-19 12:17:49,2010-02-19 05:43:44,328-36-4444
QF89682,LKS,FBS,2013-12-21 13:26:09,2013-12-21 08:47:50,116-74-7937
BP68300,PHP,BNA,2011-03-26 22:35:29,2011-03-26 21:07:39,499-82-9898
KG15768,LNA,NUQ,2015-07-02 18:22:33,2015-07-02 14:27:44,644-26-1154
XS29757,GRB,DBN,2014-05-08 11:49:44,2014-05-08 07:03:53,056-80-0641
MX36896,EGI,COP,2009-09-13 06:26:45,2009-09-13 01:59:34,480-29-0590
XQ71390,DTN,NIB,2010-03-01 02:04:20,2010-02-28 19:14:25,694-40-7228
SR62435,ART,BDX,2010-08-27 06:27:27,2010-08-27 01:19:14,682-84-3560
VB37917,CSV,RTL,2012-09-26 06:39:31,2012-09-26 01:02:30,955-15-5710
QE57674,ILE,SPZ,2015-05-06 04:13:10,2015-05-06 02:25:22,180-43-3770
UK55239,VAD,SCK,2012-05-29 10:40:51,2012-05-29 05:29:49,328-60-2063
ZW90440,DWH,ELY,2012-04-19 18:29:11,2012-04-19 11:52:50,145-13-1877
SS57437,HOM,KPV,2014-12-22 10:12:19,2014-12-22 07:07:36,661-82-5763
TP1166,RIW,GJT,2008-11-28 16:30:08,2008-11-28 15:18:17,913-58-5296
JP35336,PSK,ADQ,2015-04-11 04:54:19,2015-04-11 03:23:52,278-06-4811
AC11013,HDN,OZA,2011-06-29 02:38:00,2011-06-28 20:20:27,856-68-7305
NA84454,NOL,LBE,2012-03-17 14:17:05,2012-03-17 09:14:32,190-56-5509
ZP17504,CGI,OLE,2016-12-02 06:19:14,2016-12-02 04:35:25,793-25-1234
WG47090,KTS,RIV,2012-12-19 15:26:12,2012-12-19 12:37:55,564-89-7212
EG68632,PSC,FDY,2013-04-13 09:58:09,2013-04-13 08:12:34,491-58-8939
ZQ62303,TKF,SKJ,2012-07-17 02:32:27,2012-07-16 19:57:20,173-60-1644
CZ80071,AIV,MHV,2008-03-07 14:28:51,2008-03-07 09:24:27,525-97-9080
QW60624,TKI,FNT,2010-04-01 07:53:33,2010-04-01 06:24:07,278-63-9230
IK20500,MPB,HIE,2015-05-01 01:03:12,2015-04-30 21:30:44,144-58-1040
ZV64244,WMC,HLN,2013-05-05 03:57:59,2013-05-04 23:42:15,987-95-1538
KC42890,VCB,DCR,2009-11-01 21:01:42,2009-11-01 15:39:00,326-04-8538
QS51199,NHK,SKY,2008-10-25 21:10:52,2008-10-25 14:24:19,441-57-0428
LH89820,BVO,ADM,2013-11-22 05:17:11,2013-11-22 02:13:19,322-55-3033
JO63932,PIE,BWS,2009-06-29 05:27:39,2009-06-29 00:34:09,601-56-7161
DK67272,BBD,NHK,2008-01-14 08:26:17,2008-01-14 04:12:35,444-53-3337
II87671,UNS,OZA,2014-10-30 04:55:26,2014-10-29 22:32:00,366-20-0523
OI64626,CZZ,NQA,2013-05-31 16:26:11,2013-05-31 11:49:56,193-43-6507
AB27537,MMH,BEH,2011-04-05 19:31:29,2011-04-05 17:12:59,279-44-8634
BP57986,RIE,AGN,2016-11-21 03:52:11,2016-11-20 23:49:03,571-52-3241
YF20636,DSV,IND,2012-09-29 23:50:50,2012-09-29 19:38:18,922-34-0144
BK6924,CXC,NKV,2014-10-08 22:35:45,2014-10-08 21:34:19,269-79-9013
GM29371,NOL,HNE,2009-05-14 01:28:52,2009-05-13 18:33:45,248-75-1432
TH88971,AVX,RGR,2013-02-28 12:54:03,2013-02-28 11:47:53,513-33-5040
BP99715,RNT,YIP,2016-05-20 07:39:49,2016-05-20 03:25:12,335-24-0319
GM99823,KOZ,EXI,2013-02-13 10:04:08,2013-02-13 08:28:08,335-12-3800
TQ14691,NJK,BFT,2010-10-05 21:48:53,2010-10-05 16:25:34,318-42-3147
WX78747,ERV,LEE,2016-12-27 08:46:42,2016-12-27 03:23:34,640-25-1292
US47093,SVC,HLC,2015-03-05 17:52:23,2015-03-05 16:08:40,641-64-4826
FH84885,RBF,VKW,2008-03-09 00:51:16,2008-03-08 18:22:32,491-58-8939
TP92360,OGB,ACT,2010-12-31 14:33:53,2010-12-31 10:55:28,958-55-6714
IV63662,UCE,AVP,2009-09-11 08:01:58,2009-09-11 02:23:39,012-15-8995
XD87750,SAF,MOT,2015-09-06 05:55:11,2015-09-06 01:25:58,338-83-6303
ZD31949,WVI,CAE,2016-02-21 00:28:22,2016-02-20 23:23:25,554-65-4897
OP73940,SUE,BCT,2011-04-26 14:58:28,2011-04-26 08:25:53,500-88-8148
FM68726,NUL,LLY,2008-04-19 21:51:01,2008-04-19 18:06:27,955-15-5710
QH78397,ZNC,OZA,2016-08-18 04:53:48,2016-08-18 03:43:47,490-47-4237
HY92970,NIN,JCI,2010-08-19 22:30:48,2010-08-19 16:10:32,712-72-4997
OJ86459,NEW,SER,2016-12-19 07:41:48,2016-12-19 06:28:11,886-23-5549
WO62345,DRI,ENV,2011-12-10 19:53:19,2011-12-10 18:24:49,462-66-7935
TV57803,PAK,ADR,2011-05-31 19:15:29,2011-05-31 14:58:55,459-28-1225
AK40052,BIC,MKF,2015-08-31 13:54:55,2015-08-31 08:26:42,943-47-3392
IN38755,DFW,FSN,2016-12-02 19:45:45,2016-12-02 15:57:29,644-26-1154
GP19140,LJN,SLB,2016-01-01 01:32:17,2015-12-31 23:10:07,835-98-3446
PJ54967,JHM,AIO,2009-08-16 15:16:43,2009-08-16 09:15:44,655-45-7422
XC25681,KBW,LUK,2009-07-22 18:31:00,2009-07-22 14:10:17,723-24-0510
VZ34854,VKS,DNE,2008-09-01 02:45:53,2008-08-31 21:34:05,380-27-2055
OK85921,MSL,RNT,2016-06-20 06:55:40,2016-06-20 01:54:46,616-94-7372
BL48862,GRI,BGT,2016-02-29 16:20:01,2016-02-29 12:16:41,118-49-5368
MC91744,GBR,KPK,2009-12-18 23:55:36,2009-12-18 21:34:11,971-66-6286
HE65507,RFD,OYS,2009-12-06 10:56:25,2009-12-06 04:16:06,333-29-5610
EK15922,AIB,SUD,2011-11-11 16:15:41,2011-11-11 09:58:59,705-16-5616
FH65723,MQI,ENL,2011-12-11 18:21:59,2011-12-11 11:25:12,378-32-5403
ML44837,CGF,GPT,2013-04-28 07:06:27,2013-04-28 03:06:34,933-07-6556
ZJ18365,DWH,SVC,2009-07-18 11:24:51,2009-07-18 07:01:22,481-64-7023
XW47022,AIN,GMV,2009-02-17 15:17:13,2009-02-17 12:55:12,338-83-6303
JS14789,PTU,BLI,2009-09-08 07:11:06,2009-09-08 05:02:44,471-81-5254
YP70181,LLX,DTH,2008-09-02 23:13:50,2008-09-02 20:40:11,720-71-5697
AO32842,CLL,OGG,2011-07-15 04:56:57,2011-07-14 23:26:15,500-88-8148
LO84824,AOS,RRT,2010-10-28 22:27:03,2010-10-28 21:25:20,872-81-0834
SA56800,SYN,SOP,2013-06-04 13:07:00,2013-06-04 07:20:11,906-56-8783
YB69131,VAD,CWO,2015-06-08 01:10:42,2015-06-07 23:03:39,551-13-4065
HV53103,TCM,IPL,2015-01-29 20:46:08,2015-01-29 15:28:33,578-91-1237
PV21582,FBY,FFM,2010-05-01 14:08:23,2010-05-01 07:36:03,401-58-5857
LS99240,CPR,GGE,2016-08-20 13:32:53,2016-08-20 11:39:59,984-17-7619
QH19369,SNA,WFK,2013-11-25 19:47:18,2013-11-25 14:46:38,513-33-5040
FZ70567,UTO,CNY,2016-02-13 05:13:10,2016-02-13 02:08:17,444-53-3337
NL99311,CCA,SUA,2014-08-28 19:37:39,2014-08-28 17:04:25,447-89-3741
JQ70950,CGE,MWL,2009-04-05 14:09:12,2009-04-05 10:15:54,601-56-7161
WK28704,VLD,TCC,2013-09-14 13:58:05,2013-09-14 07:50:32,441-57-0428
UW93456,DUG,GKN,2013-11-29 06:30:33,2013-11-28 23:56:59,370-87-4189
VN23554,MNN,PTS,2011-03-19 10:43:23,2011-03-19 04:23:39,017-71-7409
RI74378,GTY,EKX,2013-12-08 16:55:36,2013-12-08 13:28:54,432-04-3278
EL46599,MVC,MEI,2013-01-19 01:11:15,2013-01-18 19:27:36,815-54-7696
WW81462,DSV,ELN,2012-11-24 08:13:03,2012-11-24 05:24:15,447-89-3741
GI61213,TLH,PTR,2015-10-07 21:41:03,2015-10-07 15:47:31,645-16-3875
TL24689,SLT,LYU,2011-09-30 01:56:06,2011-09-29 20:06:51,145-96-7331
XE88477,MKC,NLG,2009-09-13 17:11:31,2009-09-13 10:16:51,564-89-7212
GS75736,RUT,NCQ,2016-02-09 03:45:55,2016-02-09 00:16:19,568-83-1187
MW41037,HWO,FRR,2011-06-28 23:56:31,2011-06-28 19:20:00,140-93-6632
RL13580,RAL,BID,2012-04-24 16:00:47,2012-04-24 11:54:32,709-73-8605
NE3398,WHP,MWA,2009-06-29 03:04:09,2009-06-28 22:52:13,943-47-3392
HE36309,MPV,AIA,2009-08-19 04:46:33,2009-08-18 22:17:54,148-21-9702
FU40549,DAN,MLK,2009-10-10 23:36:54,2009-10-10 17:12:33,864-10-3339
UE50011,HTW,ACY,2015-03-26 02:32:37,2015-03-26 01:27:13,707-06-5435
CQ66593,LTH,DLS,2013-04-30 14:06:00,2013-04-30 10:39:58,105-71-4080
GZ40175,MPZ,GPT,2008-08-23 23:52:33,2008-08-23 18:25:00,285-68-5198
KO57791,ECG,NRI,2014-09-15 05:07:15,2014-09-15 03:52:39,694-40-7228
NV79130,FRH,FXE,2008-01-10 11:37:28,2008-01-10 07:55:53,839-90-8643
NP70353,MWO,MQT,2016-11-08 11:54:05,2016-11-08 10:31:07,025-03-4257
VK16779,RBW,FWH,2016-12-04 03:26:44,2016-12-03 21:05:49,025-03-4257
OT64479,CGA,VSF,2013-07-24 06:21:42,2013-07-24 03:44:01,413-67-1601
TY21572,EFW,CYM,2010-02-18 07:53:21,2010-02-18 01:48:06,652-68-4697
QI66306,JDB,UMT,2011-06-20 21:18:22,2011-06-20 19:51:28,293-78-1980
DA89561,SEG,ROC,2014-11-17 23:26:59,2014-11-17 20:12:40,491-58-8939
RQ22545,SIK,SMO,2014-01-19 10:49:37,2014-01-19 09:30:53,865-16-8158
ZH54614,LWV,MDD,2014-07-05 03:39:01,2014-07-04 22:39:40,583-32-3128
GB3730,BGR,OXD,2014-08-14 07:34:45,2014-08-14 01:38:44,135-45-9451
NH31911,CEV,SUA,2008-04-08 02:10:31,2008-04-07 20:10:48,227-75-8212
YM18766,RBD,LPS,2013-09-01 12:39:56,2013-09-01 06:51:02,692-57-6401
QV29502,RKR,RKH,2016-11-20 11:52:06,2016-11-20 05:45:47,250-85-6828
IY98884,NIN,FWH,2016-04-08 21:10:46,2016-04-08 19:16:12,278-63-9230
TA96896,CRW,BSW,2013-09-02 17:39:43,2013-09-02 15:57:16,647-54-5755
RZ3473,VCB,SFB,2015-11-26 05:57:38,2015-11-26 03:56:32,247-84-4454
NC97263,LSB,JST,2009-11-25 19:38:47,2009-11-25 14:00:14,839-90-8643
OH91696,NLC,BRD,2013-12-12 08:37:17,2013-12-12 02:50:02,537-07-3036
JE31074,BJC,DYL,2016-02-23 15:46:33,2016-02-23 13:00:07,817-44-4592
HR84481,SWD,SLC,2010-07-27 19:33:14,2010-07-27 13:52:28,702-00-9648
RC33855,ENV,MTP,2012-01-11 11:58:49,2012-01-11 09:59:32,928-16-8729
BA6518,RHV,NQX,2009-02-23 07:25:39,2009-02-23 01:19:44,135-45-9451
WO81616,WDB,TVC,2009-05-26 20:54:40,2009-05-26 15:57:11,815-54-7696
UG46417,EEK,BGT,2008-09-21 12:27:27,2008-09-21 06:05:33,835-98-3446
GG36880,OGA,DIO,2012-05-31 04:31:56,2012-05-30 22:24:44,500-88-8148
BA24466,PTD,SBS,2012-04-12 20:54:42,2012-04-12 18:49:02,863-12-2025
BT4926,ELK,FBS,2015-02-08 14:13:39,2015-02-08 10:48:42,322-55-3033
EE2290,LEB,CNY,2008-09-03 20:16:03,2008-09-03 18:59:07,834-05-7627
UY85120,KKB,PTD,2010-03-28 23:23:19,2010-03-28 19:53:25,301-36-1229
PP81075,CTZ,BGM,2011-07-20 04:27:29,2011-07-20 03:08:39,056-80-0641
ZR68840,WWA,WRI,2012-07-24 20:22:42,2012-07-24 17:55:15,029-36-8655
YE66197,GLV,LQK,2012-07-20 06:57:43,2012-07-20 00:35:30,317-92-2083
RX27729,VDZ,MHK,2010-05-14 23:21:42,2010-05-14 19:36:12,605-79-0530
PQ77059,CCR,HEY,2016-11-20 05:17:14,2016-11-19 23:29:39,462-66-7935
FC60274,GHM,SES,2009-11-01 21:04:36,2009-11-01 15:59:00,642-95-1284
OG7058,CEY,IMM,2015-04-05 14:50:19,2015-04-05 11:53:56,943-47-3392
MB1695,ATY,SSC,2011-11-22 06:16:57,2011-11-22 04:55:50,480-29-0590
OJ77270,MIB,HST,2012-09-18 15:29:04,2012-09-18 10:31:33,744-37-3489
JH93468,HST,OOA,2011-09-17 09:07:40,2011-09-17 04:07:54,682-84-3560
JB48316,CNW,HKS,2016-03-19 18:54:07,2016-03-19 13:32:52,085-65-5645
OI75673,GKT,HDH,2013-11-01 22:17:13,2013-11-01 19:08:33,815-54-7696
PC17314,SLJ,HGR,2010-01-31 00:11:20,2010-01-30 21:02:33,144-01-9005
XO37434,STC,CZT,2015-05-29 03:50:41,2015-05-28 21:33:43,432-04-3278
AL14717,IKK,FTL,2014-03-12 10:34:06,2014-03-12 08:14:18,156-19-0844
AU1087,PTB,PHK,2012-11-24 19:31:06,2012-11-24 13:23:32,141-89-3049
DS67767,ERO,MYL,2016-05-18 20:32:20,2016-05-18 17:32:33,190-56-5509
PX15630,ABR,ANV,2014-11-29 14:47:31,2014-11-29 11:38:42,613-38-1281
FC40226,SRW,GFL,2012-11-12 20:03:37,2012-11-12 17:06:14,913-58-5296
AA58107,ATO,LNS,2008-05-04 06:53:52,2008-05-04 05:43:58,244-06-3853
YP34836,TLJ,GSH,2012-02-05 04:26:21,2012-02-05 02:31:53,145-96-7331
HD13678,PBA,AIO,2012-08-13 06:02:38,2012-08-13 02:51:37,913-58-5296
RA24090,KPC,ISP,2015-04-18 04:34:44,2015-04-18 00:05:16,553-61-7445
AD38316,SXP,EKX,2008-01-19 20:31:41,2008-01-19 16:15:41,148-21-9702
QL62059,VKS,OGD,2011-07-08 21:31:13,2011-07-08 19:51:25,050-52-9541
GA40324,LIZ,BHM,2009-07-18 10:12:57,2009-07-18 08:09:48,786-87-9934
YJ19075,BBF,HWO,2012-03-02 12:06:45,2012-03-02 09:46:19,325-83-7578
BD71804,MSD,SLB,2015-09-01 08:49:24,2015-09-01 05:35:58,537-07-3036
WC15987,DLO,FCS,2016-04-30 21:58:58,2016-04-30 16:10:32,247-84-4454
TH81234,JGC,KLP,2011-10-23 02:35:55,2011-10-23 01:12:04,846-90-9968
SB43428,SSW,PTW,2011-01-22 19:16:56,2011-01-22 16:05:15,672-57-1866
KB27397,CSQ,GNG,2014-07-29 08:57:52,2014-07-29 03:34:06,825-14-3933
SJ77569,HUL,GBD,2013-11-12 03:32:27,2013-11-11 22:06:32,420-95-5680
NU69542,BJJ,CVN,2010-11-01 05:10:29,2010-11-01 00:50:00,093-57-7374
CB79133,KWN,ELW,2008-03-01 20:38:51,2008-03-01 13:56:33,597-33-1425
GN6999,ESD,MSP,2013-05-20 12:30:05,2013-05-20 09:40:57,782-18-9509
HP51104,PLK,BNG,2014-07-04 19:59:35,2014-07-04 18:41:38,219-82-8417
VU5926,TRP,SSU,2010-05-03 20:49:10,2010-05-03 17:43:37,834-05-7627
FK45774,GED,LLY,2014-07-28 03:59:20,2014-07-27 23:44:16,285-77-7841
UF63056,LUK,DUF,2011-07-28 20:17:41,2011-07-28 14:02:34,872-81-0834
EC65046,DGB,DMO,2010-06-05 19:50:57,2010-06-05 15:37:57,513-72-3706
OB80774,ALO,SOP,2009-01-08 11:27:26,2009-01-08 07:42:30,116-74-7937
TU28526,RND,RNC,2015-03-06 03:52:46,2015-03-05 23:16:22,818-05-8488
FA20056,SMO,RED,2009-06-12 18:21:38,2009-06-12 16:48:18,116-74-7937
OI45862,BNG,KPH,2010-02-20 02:02:23,2010-02-19 22:33:14,694-40-7228
YT86537,RIL,WWR,2013-04-16 09:49:14,2013-04-16 06:21:49,588-93-7376
IU97269,PIP,SZN,2013-07-16 07:09:09,2013-07-16 02:17:47,605-79-0530
BI47512,RVS,MWA,2012-08-07 20:29:37,2012-08-07 18:49:54,635-71-9959
SM46821,WST,PRX,2010-08-18 19:33:29,2010-08-18 14:48:54,596-17-7484
TT82240,PNC,OCW,2013-03-03 14:11:02,2013-03-03 13:00:46,682-84-3560
UV4103,LYH,LWC,2013-02-09 11:27:15,2013-02-09 09:54:52,322-87-0151
OA8122,EDK,ONM,2015-10-02 06:08:57,2015-10-02 03:24:53,525-97-9080
KC6288,CKV,GXY,2011-02-03 08:00:07,2011-02-03 02:46:01,928-16-8729
QB41079,RNO,RAP,2013-05-23 20:53:35,2013-05-23 16:18:57,318-42-3147
KU81886,BOK,BLV,2008-04-10 14:48:22,2008-04-10 09:47:44,958-78-2153
VX91550,KPB,CBZ,2015-07-18 22:08:20,2015-07-18 15:39:21,631-46-7646
AQ54747,SAA,MIA,2016-07-04 17:52:25,2016-07-04 15:35:28,661-82-5763
OP1197,CWA,RAL,2011-08-21 19:03:10,2011-08-21 13:50:33,444-53-3337
AI20196,AND,UGI,2015-05-24 17:20:33,2015-05-24 14:06:08,928-16-8729
AF63344,TOG,JCE,2010-07-29 09:19:55,2010-07-29 02:44:47,248-75-1432
YS27855,PIA,HLM,2014-09-19 08:00:08,2014-09-19 05:02:04,692-57-6401
HH59358,JIO,LDJ,2016-07-06 18:19:01,2016-07-06 17:09:47,648-34-0085
YE63488,BRG,PPA,2012-02-12 18:17:03,2012-02-12 14:02:56,801-36-8342
BN82247,PKB,HES,2012-06-08 20:05:54,2012-06-08 17:36:28,660-54-7701
OX18967,NLG,EAT,2010-04-16 08:59:10,2010-04-16 03:21:56,230-67-1711
LN74914,MTX,ILI,2014-03-04 15:13:00,2014-03-04 13:06:16,118-62-8123
CT29729,SKW,OHC,2013-09-20 12:04:58,2013-09-20 08:21:49,749-45-9596
DW9068,ELM,ACB,2008-06-04 07:24:18,2008-06-04 04:07:03,673-55-3907
NE17459,AZO,HOU,2016-06-23 04:42:14,2016-06-23 02:33:13,613-38-1281
HS57556,TYR,QNY,2008-12-27 16:35:47,2008-12-27 11:15:12,776-97-6021
LI19891,ETB,ALB,2013-09-03 18:27:23,2013-09-03 14:33:52,566-57-5659
IR60442,SUO,FET,2015-07-02 04:31:10,2015-07-01 21:43:07,141-89-3049
GQ94104,THP,VCT,2016-10-23 08:08:47,2016-10-23 05:59:32,513-72-3706
GZ68591,NIR,HON,2010-10-02 16:59:41,2010-10-02 15:40:42,413-67-1601
NE61042,UKI,RWI,2016-03-15 04:11:34,2016-03-14 23:08:43,136-44-7802
HO89277,EOK,JRC,2013-04-23 22:25:45,2013-04-23 15:42:31,571-52-3241
PZ77730,BAF,OZA,2010-04-19 15:55:01,2010-04-19 11:33:49,141-89-3049
QX24130,HRL,NNL,2016-09-13 07:41:52,2016-09-13 04:49:28,261-97-6964
EF67822,PSB,GVW,2016-06-09 05:31:57,2016-06-09 02:54:52,073-37-6316
GF88893,FLE,IKK,2009-03-05 08:10:33,2009-03-05 05:52:12,307-18-4553
KE11350,SRV,PHO,2009-01-10 15:32:15,2009-01-10 11:54:43,339-83-7072
EZ89864,KPY,CYT,2016-12-01 09:56:24,2016-12-01 05:32:05,278-28-3161
WO72892,TOG,CYT,2013-02-24 01:13:11,2013-02-23 19:28:57,707-06-5435
KV74268,RAP,CKD,2011-06-14 22:10:17,2011-06-14 18:58:09,801-36-8342
VQ43177,ETN,WSX,2013-06-09 16:03:57,2013-06-09 14:47:42,888-31-6386
AC88851,WCR,JRC,2009-09-16 20:25:40,2009-09-16 16:40:36,604-35-4270
UE70932,OLD,PTT,2010-12-27 06:19:03,2010-12-27 04:59:52,259-40-7962
KB79493,LOR,LIV,2011-05-10 19:14:02,2011-05-10 15:24:32,421-13-5349
FR96148,WSF,MFH,2012-07-01 17:18:08,2012-07-01 11:03:11,682-84-3560
AB38965,HDE,KQA,2009-04-22 04:53:15,2009-04-22 01:37:52,974-54-9911
EE51351,XPU,MPE,2016-09-24 11:50:13,2016-09-24 06:42:57,642-95-1284
KK74369,EKN,PKB,2014-03-16 20:37:53,2014-03-16 16:34:54,588-49-9993
IZ44389,COD,BRO,2008-05-27 02:13:15,2008-05-27 01:00:00,378-32-5403
UL27800,ELV,IRB,2016-12-16 16:54:03,2016-12-16 10:50:48,285-68-5198
GG50483,BHB,JAC,2014-01-16 00:03:30,2014-01-15 18:56:23,469-62-5718
DV62333,RZZ,HLB,2013-06-26 04:50:52,2013-06-25 23:11:24,413-78-2890
WG38051,CWA,SCE,2009-12-09 19:04:32,2009-12-09 13:18:19,012-15-8995
OK9483,HOU,MIA,2012-07-10 01:53:39,2012-07-09 20:53:18,673-55-3907
WR52863,NIB,LSV,2012-03-12 00:34:40,2012-03-11 20:05:01,441-57-0428
HE89744,BWD,WHH,2013-07-26 21:43:49,2013-07-26 18:10:48,433-31-8072
KH65351,BVD,CTX,2010-04-18 05:05:33,2010-04-17 22:58:37,801-36-8342
WO97057,ASY,CAE,2015-05-26 07:29:44,2015-05-26 06:09:58,136-44-7802
ZR26610,CRS,BAD,2014-08-19 15:32:44,2014-08-19 10:08:43,957-73-7282
TW46257,LGD,INW,2015-08-01 14:27:59,2015-08-01 11:29:17,707-06-5435
QG54568,MMS,HFF,2016-02-03 12:18:26,2016-02-03 10:17:55,957-35-2667
YR44549,COP,MTH,2014-06-24 22:28:59,2014-06-24 17:54:57,279-44-8634
LL38479,SVS,TCS,2014-12-16 01:31:30,2014-12-15 20:50:49,307-18-4553
HG30047,MMU,RIW,2008-03-20 17:14:56,2008-03-20 10:22:42,490-47-4237
WX48103,PTW,EHT,2014-12-06 02:11:30,2014-12-05 23:30:10,786-87-9934
SJ30909,BWM,AOH,2015-05-04 21:47:33,2015-05-04 18:49:46,025-03-4257
ZE71103,HSH,NIP,2016-01-18 00:56:36,2016-01-17 23:47:32,949-58-7261
XJ26927,WAH,KSM,2012-08-21 15:17:04,2012-08-21 12:10:37,822-08-8291
UK41400,OLE,BSZ,2009-04-17 12:19:39,2009-04-17 07:25:02,384-83-9932
IC62400,LDJ,HED,2009-06-07 00:20:45,2009-06-06 22:08:55,124-50-7920
ZV51126,VKS,RUI,2015-05-16 01:34:32,2015-05-15 19:02:07,176-39-8972
FS64119,FSI,CWS,2016-05-19 05:47:32,2016-05-19 03:46:12,592-61-7492
PI70001,RST,ONP,2010-02-09 03:56:51,2010-02-08 22:41:39,635-71-9959
TW39941,KLP,PVD,2010-03-14 16:08:03,2010-03-14 13:37:58,765-73-9956
RV15689,MRY,JVI,2009-06-09 15:24:17,2009-06-09 12:49:20,500-88-8148
YY59388,FMN,MYF,2010-09-20 01:45:17,2010-09-19 22:18:47,571-52-3241
ZJ59509,AAF,TBN,2015-06-19 23:46:50,2015-06-19 18:08:26,553-61-7445
